id,created_at,hashtag,videoID,desc,commentCount,diggCount,playCount,shareCount,downloadAddr,nickname,userid,uniqueId,u_diggCount,u_followingCount,u_heart,u_followerCount,u_heartCount,u_videoCount
547,2022-09-26 19:03:47.506873+00,macron,7039756623203568902,#Macron #Europe 😤,35200,1000000,8300000,39600,https://v16-webapp.tiktok.com/17d4081713765eae8ebf62e10e8c5a29/633205ac/video/tos/useast2a/tos-useast2a-pve-0068/a67ed1b6265944caa0a6a6f5f5da4c43/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1160&bt=580&cs=0&ds=3&ft=eXd.6H-qMyq8ZPdyEhe2N7JPyl7Gb&mime_type=video_mp4&qs=0&rc=Z2lkaGY7ZDc1OGlpZmk7OEBpams4dDY6ZnA2OTMzNzczM0BeMDQzX19hX18xLmAuNWEwYSNoY3JncjQwbm1gLS1kMTZzcw%3D%3D&l=20220926190346010190186159113D7AF9&btag=80000,Jean-Luc Mélenchon,6688169240220582917,jlmelenchon,201,19,30700000,2000000,30700000,304
548,2022-09-26 19:03:48.622974+00,macron,6949852364937432325,Entre besties à l’Élysée🥰🇫🇷#macron #castex #élysée #bestiesforever #foryourpage #fyp #pourtoi #pourtoii,31600,969000,8000000,91100,https://v16-webapp.tiktok.com/e3a1a8e030982840aeb18b4693a9de0c/633205c1/video/tos/useast2a/tos-useast2a-ve-0068c003/d63b8933955c45a199be109bfa736569/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2474&bt=1237&cs=0&ds=3&ft=eXd.6H-qMyq8ZWdyEhe2NXv0yl7Gb&mime_type=video_mp4&qs=0&rc=Z2loZjdoOmg8NDo8O2g7OUBpajl5ODZmdXBnNDMzNzczM0BgYy5jX2FiX2MxMTM1NWIvYSNqcS5pcnBzXm1gLS1kMTZzcw%3D%3D&l=20220926190348010223023208103E712F&btag=80000,The Masked Sisters,6778955919624848389,the_masked_sisterss,4465,238,3400000,158400,3400000,48
560,2022-09-26 19:04:05.304373+00,macron,7087256835526266117,Macron ne veut pas faire 5 ans de plus 😬 #election2022 #marseille #macron #fypシ #viral #pourtoi,8036,653700,9000000,18900,https://v16-webapp.tiktok.com/0bc4026b77765c38b797f971fed02ff6/633205bf/video/tos/useast2a/tos-useast2a-ve-0068c003/37bd4496225d48e4b768dfadb85770f6/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1014&bt=507&cs=0&ds=3&ft=eXd.6H-qMyq8Z~dyEhe2NNS0yl7Gb&mime_type=video_mp4&qs=0&rc=aDNlN2U7O2U7N2RlM2lnOkBpajkzcWg6ZmRpPDMzNzczM0AyYTYzL18zXjUxMGJiLjU0YSNgZGYtcjQwcGFgLS1kMTZzcw%3D%3D&l=202209261904040102171352310C3C5781&btag=80000,AllanPasRiche,6939088658980930565,allanpasriche,572,10,2800000,70900,2800000,117
549,2022-09-26 19:03:50.212472+00,macron,7059760691871304965,Répondre à @louis_rq92 La crise en #Ukraine va-t-elle mener à une guerre ? Dernières informations : Explications #learnontiktok #🇺🇦 #Russie #🇷🇺 #conflit #politique #otan #nato #pourtoi #guerre #🇫🇷 #macron #presidentdelarepublique #fballetblu #politique #apprendre #actu,19700,886400,9100000,24500,https://v16-webapp.tiktok.com/a0ea127ba864ea7e7d0bfdeaed9ce8c4/63320608/video/tos/useast2a/tos-useast2a-pve-0068/3637d75bb6514f3bad8f31588f6183e4/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1428&bt=714&cs=0&ds=3&ft=eXd.6H-qMyq8ZzdyEhe2NIdwyl7Gb&mime_type=video_mp4&qs=0&rc=aDg0MzZmMzMzOjhmOTo7NUBpanM0cWU6ZnBuOjMzNzczM0AxYjEvLy9fNV8xLzRhNGMyYSMua2BlcjRncXBgLS1kMTZzcw%3D%3D&l=20220926190349010223023208103E71CB&btag=80000,Françoise Ballet-Blu,7010116213737473030,francoiseballetblu,3,1,1400000,84500,1400000,11
550,2022-09-26 19:03:51.590477+00,macron,7101982384513453317,#CapCut #foryou #omage #soutenez #tandence2022 #rip #pourtoi #tandence #tandence #macron #duo soutenez le ✊🪦🕊,15500,835400,10900000,1500,https://v16-webapp.tiktok.com/6ae3405464900545caf2363f625f8931/633205b2/video/tos/useast2a/tos-useast2a-ve-0068c001/e7bf32ef35364c9a9c5df8de00a2f795/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2110&bt=1055&cs=0&ds=3&ft=eXd.6H-qMyq8ZVdyEhe2NlXwyl7Gb&mime_type=video_mp4&qs=0&rc=NGU1ZDg6Zjg0aDU1PDdnZ0Bpamdpd2U6ZjVuZDMzNzczM0BeNDZjYjJiXl8xLi5gNC5fYSNiYV5ucjRvcjRgLS1kMTZzcw%3D%3D&l=20220926190350010190186159033CA6AC&btag=80000,coucou mes abo 😉,6910576010351182849,fan_comte_ronald_rip,2541,1862,3100000,489200,3100000,59
551,2022-09-26 19:03:52.843602+00,macron,7028667129977261317,#macron #melenchon,28200,787700,6200000,31400,https://v16-webapp.tiktok.com/3310a8919cc9387c9b5d59335c2d7832/633205af/video/tos/maliva/tos-maliva-ve-0068c800-us/409c86854cf54b1692e37341b1eed3d1/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1616&bt=808&cs=0&ds=3&ft=eXd.6H-qMyq8ZDdyEhe2NMcoyl7Gb&mime_type=video_mp4&qs=0&rc=aDxlaGZlZDllZjs5Z2U1ZEBpamw8OTo6ZjNnOTMzNzczM0AwY2A1YjMwNl4xYDVeMC9eYSNwbGVmcjRvYzJgLS1kMTZzcw%3D%3D&l=20220926190352010214029049003CCB0F&btag=80000,Jean-Luc Mélenchon,6688169240220582917,jlmelenchon,201,19,30700000,2000000,30700000,304
552,2022-09-26 19:03:53.941221+00,macron,7076400665211260166,#courage #journaliste  #macron #pourtoi,5517,771200,7700000,3498,https://v16-webapp.tiktok.com/4d43dddb470c4933674f601aa778944a/633205b8/video/tos/useast2a/tos-useast2a-ve-0068c002/1c9e8a65dad4447da267eda3e8458d17/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=866&bt=433&cs=0&ds=3&ft=eXd.6H-qMyq8ZedyEhe2NIPwyl7Gb&mime_type=video_mp4&qs=0&rc=N2k8Njo2NDQ0PDgzaTw1OkBpajlvdGg6ZnM5OzMzNzczM0AwLTAyYl5hNi4xYmItXzM2YSNob3E1cjRvbW5gLS1kMTZzcw%3D%3D&l=20220926190353010217094091103B1385&btag=80000,CM,2464839,nasnasa,939,945,1900000,68000,1900000,37
553,2022-09-26 19:03:55.030392+00,macron,6963656859362331909,Mais est ce que toi t’as @emmanuelmacron holographique ?? #holographique #pokemon #cartespokemon #macron,11700,766200,9300000,50000,https://v16-webapp.tiktok.com/5b73ebc703e2f2bbf6a1c58b2fbee3cf/633205b4/video/tos/useast2a/tos-useast2a-ve-0068c004/a438547a278446ecb42dbd231552e1b4/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=4732&bt=2366&cs=0&ds=3&ft=eXd.6H-qMyq8ZOdyEhe2NNS0yl7Gb&mime_type=video_mp4&qs=0&rc=OTZnNmZmZGk3aGhnNmY7NEBpMzp1aXQ3cjR4NTMzNzczM0A2NjFeNDZhNV8xMTViLzJiYSNfbmJzM2MtL2VgLS1kMTZzcw%3D%3D&l=20220926190354010217086197103BAD65&btag=80000,Alex Escalin,179708097425403904,alexescalin,14300,460,67400000,1600000,67400000,721
554,2022-09-26 19:03:56.584124+00,macron,7065278526634724614,#Macron ou #Mélenchon ? Choisissez !,22000,755000,5800000,35400,https://v16-webapp.tiktok.com/8c5f9c02df1b0d4f87b6189b05b5bd8e/6332065e/video/tos/useast2a/tos-useast2a-ve-0068c001/dcb5c21c817a40f885dc8d4c19c7874c/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1804&bt=902&cs=0&ds=3&ft=eXd.6H-qMyq8ZwdyEhe2NQtoyl7Gb&mime_type=video_mp4&qs=0&rc=ZjY8Z2U7PGllNWk8ZWZmZ0BpajV2N2Q6ZmhoOzMzNzczM0AtMjEwLzY0XmExMzFgMS0yYSM0Nl8vcjRfZjNgLS1kMTZzcw%3D%3D&l=20220926190355010217086197103BAE09&btag=80000,Jean-Luc Mélenchon,6688169240220582917,jlmelenchon,201,19,30700000,2000000,30700000,304
555,2022-09-26 19:03:57.984464+00,macron,6989629183588617474,#french #macron #emmanuelmacron #hospitality #frenchpresident #president #un #comedy #foryou #fypシ #viral #trend #funnyvideo 🇫🇷😂,4468,736600,4000000,24800,https://v16-webapp.tiktok.com/c3e38fa3ac6860c4f15fac0715ac619d/633205c0/video/tos/alisg/tos-alisg-pve-0037c001/fddb68931cbf416aab6a1e8b10867dd8/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1720&bt=860&cs=0&ds=3&ft=eXd.6H-qMyq8ZqdyEhe2NRBELl7Gb&mime_type=video_mp4&qs=0&rc=NDU8OmQ7ZWQ5ZTdpZzVkO0BpM3Q5ZDo6ZmU1NzMzODczNEAtYDNjMS9fXzAxNTYzMTFiYSMzcF5pcjQwYS1gLS1kMS1zcw%3D%3D&l=20220926190357010192057216263DD94D&btag=80000,MGÇ,16145890,mustafagcc,3700,150,2500000,7479,2500000,52
556,2022-09-26 19:03:59.57997+00,macron,7142933243019447557,#criminel #adolescent #acte #france #15ans #lycee #horreur #honteux  #ensemble #gourvernement #macron #macron #septembre ,9470,727900,6600000,9584,https://v16-webapp.tiktok.com/289d4cad257da42c2d7b6928abff64b8/633205d1/video/tos/useast2a/tos-useast2a-ve-0068c004/06818718a9414322a86c3324e43e5836/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=766&bt=383&cs=0&ds=3&ft=eXd.6H-qMyq8ZBdyEhe2No1oyl7Gb&mime_type=video_mp4&qs=0&rc=ZGg0ZGdlMzw2NTw1ZGdoNkBpM3hndDY6ZnVmZjMzNzczM0AyYDYvNWAvX14xXzM0Ly8yYSNwNV9mcjRfa2RgLS1kMTZzcw%3D%3D&l=20220926190358010217023164163D85D8&btag=80000,Pactulitiquman19,7085475719534756869,pactulitiquman19,8234,2123,2000000,73300,2000000,73
557,2022-09-26 19:04:01.052678+00,macron,7076531996339539202,#emmanuelmacron #macron #эммануэльмакрон #макрон #свободунавальному,7191,659900,5400000,5128,https://v16-webapp.tiktok.com/51534faacecb07abc4478bdb8880ed83/633205b8/video/tos/alisg/tos-alisg-pve-0037/77146e0ee85044c191a2154750814d5f/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C0%7C0&br=1376&bt=688&cs=0&ds=2&ft=eXd.6H-qMyq8Z5dyEhe2NOd3yl7Gb&mime_type=video_mp4&qs=0&rc=NjU7NTwzMzc3ODVoOzc3aUBpM3R1ZGg6ZmhoOzMzODgzNEBeMzJiL18yNS0xYjItYmEtYSM0aC40cjRvNW5gLS1kLy1zcw%3D%3D&l=202209261904000102230840490F3C1E45&btag=80000,навалнулермо,6556985395094519813,navalnylermo,112000,12,6800000,47700,6800000,267
558,2022-09-26 19:04:02.580037+00,macron,7063529392529542405,On sait désormais pourquoi la table entre #Poutine et #Macron était aussi longue.,5960,654700,8100000,13600,https://v16-webapp.tiktok.com/dfe3416cb2026cf01473fb26bee3b8c8/633205cf/video/tos/useast2a/tos-useast2a-ve-0068c001/78a21fde9fd54d8183a2e0ae1cbe3766/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1456&bt=728&cs=0&ds=3&ft=eXd.6H-qMyq8ZjdyEhe2NJf4yl7Gb&mime_type=video_mp4&qs=0&rc=N2czaDZoZThmaTNmNWU6NUBpaml1bDQ6ZnhlOzMzNzczM0AvM2AyLzRgNjAxYjUzNTY0YSNhcl9pcjRvMTBgLS1kMTZzcw%3D%3D&l=202209261904010102171352310C3C55A2&btag=80000,Brut.,6643426439994834950,brutofficiel,458,74,64800000,2500000,64800000,2334
559,2022-09-26 19:04:03.742574+00,macron,6942825047031696646,Chui mort comment il a le seum a la fin mdr #blanquer #jeanmichelblanquer #macron #pourtoi #drole #foryou #pourtapage,6499,654000,5100000,18100,https://v16-webapp.tiktok.com/cb208a4b346f063609cca8c15e62ea08/633205c8/video/tos/maliva/tos-maliva-ve-0068c800-us/4a42725cfa6a4d0cb7e77947498aea59/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1082&bt=541&cs=0&ds=3&ft=eXd.6H-qMyq8ZndyEhe2NdJ6yl7Gb&mime_type=video_mp4&qs=0&rc=ZTg7ZTpkOGZnZDVpOWhlN0BpM25wdTZldDp3NDMzODczM0BfYi5iMi0uNjQxYzM2NC81YSNqLXE1MmwvcWBgLS0zMTZzcw%3D%3D&l=202209261904030102171352310C3C56A1&btag=80000,⚡️𝕄𝕒𝕥𝕙𝕚𝕖𝕦⚡️,6942147353086002181,mathieu_bour,185,3,888500,56200,888500,16
561,2022-09-26 19:04:06.811805+00,macron,7073302989087296769,"#greenscreen lmfao , so dramati #fyp #france #macron #photoshoop #ukraine",7657,648200,2600000,4713,https://v16-webapp.tiktok.com/adb824be0d7e0fe5dd2094f12d387ff6/633205c0/video/tos/alisg/tos-alisg-pve-0037c001/8a20bf092b1d4b4f887ff7d57c507ee0/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1144&bt=572&cs=0&ds=3&ft=eXd.6H-qMyq8ZFdyEhe2N9H3yl7Gb&mime_type=video_mp4&qs=0&rc=ZWdlZjo7aWY7Zzw2aTU7N0BpM3E5ZjY6ZjVwOzMzODczNEBhNWE1LzExXl4xMzFiXy01YSNecGlwcjRfa2hgLS1kMS1zcw%3D%3D&l=202209261904060102171352310C3C58C3&btag=80000,rafehtiktok,6867168242411291654,dr_krab3,69200,950,1600000,3144,1600000,400
562,2022-09-26 19:04:08.630196+00,macron,7091599371355147525,#fypシ #pourtoi #macron #bfmtv #vlonewlr,7137,639700,3200000,10400,https://v16-webapp.tiktok.com/d14f7bf9d5d0c6f74777826a86a52f89/633205c7/video/tos/useast2a/tos-useast2a-ve-0068c002/0429897836f4474094796125745e14f2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1486&bt=743&cs=0&ds=3&ft=eXd.6H-qMyq8Z_dyEhe2Nldwyl7Gb&mime_type=video_mp4&qs=0&rc=aWZkNjY4NTY1aGRnN2U6ZkBpM2Q0dDc6ZjY5PDMzNzczM0AxMjEuNDM0NTQxYTA2YjVgYSMtM2gycjQwa2lgLS1kMTZzcw%3D%3D&l=202209261904070102171352310C3C59A3&btag=80000,Tempoose,6871690870564733954,vlonewly,48800,167,1600000,27400,1600000,117
563,2022-09-26 19:04:09.866057+00,macron,7120621191018188038,Échange fraternel avec le président du Mexique #AMLO 🇲🇽 (on va lui envoyer #Macron en stage),15700,635700,4400000,11200,https://v16-webapp.tiktok.com/d8265a12b0e75d86b326db6d18844958/633205e1/video/tos/useast2a/tos-useast2a-ve-0068c002/0a6ccef69799456f8b7e9dd1e12ccd82/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3268&bt=1634&cs=0&ds=3&ft=eXd.6H-qMyq8ZvdyEhe2NovWyl7Gb&mime_type=video_mp4&qs=0&rc=ZGYzMzg2NjU6ZmVpNzpoOEBpamZ2dzk6ZjtyZTMzNzczM0BjYTQzMDAvNTQxYmMxLjA2YSNrXmJocjRnYjVgLS1kMTZzcw%3D%3D&l=202209261904090102171352310C3C5AB7&btag=80000,Jean-Luc Mélenchon,6688169240220582917,jlmelenchon,201,19,30700000,2000000,30700000,304
564,2022-09-26 19:04:11.359752+00,macron,7110169955529788678,Зе явно було не комфортно з ними #зеленский #volodymyrzelensky #macron #ukraine #germany #france #україна,8501,600900,5800000,2624,https://v16-webapp.tiktok.com/583cb7fd275acaf5156eb9807ca48fe3/633205cd/video/tos/useast2a/tos-useast2a-ve-0068c004/795f475d4af648bcb0c008b568e941ef/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1246&bt=623&cs=0&ds=3&ft=eXd.6H-qMyq8ZJdyEhe2N-coyl7Gb&mime_type=video_mp4&qs=0&rc=NGU6NTxnaGk7Ozg6NDQ3OEBpM2twamk6Zmo5ZDMzNzczM0BeMF5iNjEtNmMxNWAwYDExYSMtM25fcjRnX2pgLS1kMTZzcw%3D%3D&l=202209261904100102171352310C3C5B94&btag=80000,𝘄𝗲𝗹𝗹𝗲𝘀𝘁𝘁,6552073711671279621,wellestt,1534,12,4400000,70800,4400000,112
565,2022-09-26 19:04:12.599618+00,macron,7031554448904277253,#macron #zemmour #presidentielle2022 #cotedazur #lazone #bichemaflute #vivelesbrocolis,14100,599100,3500000,34400,https://v16-webapp.tiktok.com/c3d6a2a4e4ce60fe4d6cf19b31b96c52/633205d7/video/tos/maliva/tos-maliva-ve-0068c800-us/6b6be0fac2ee417db7694ae9922283c2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C0%7C0&br=638&bt=319&cs=0&ds=1&ft=eXd.6H-qMyq8ZydyEhe2NZewyl7Gb&mime_type=video_mp4&qs=0&rc=NTZnZDo0OTU3N2Y0aTwzO0BpanQ2NDc6ZnhrOTMzNzczM0AuXmEyYTYxXi4xXjUzLjJfYSNecGFlcjRvZl5gLS1kMTZzcw%3D%3D&l=202209261904120102171352310C3C5CAF&btag=80000,David Gounot,6830339123065652229,bichemaflute,126800,699,658300,21500,658300,271
566,2022-09-26 19:04:13.682203+00,macron,6847171024069364998,Eh #Macron ! Tu hors de ma vue 🙃 #pourtoi #anissa #TikTokTutos #Melenchon #premiertiktok,28400,565400,5100000,76600,https://v16-webapp.tiktok.com/9cc7796b408fc24ed0b89d5a41d3b432/633205c9/video/tos/maliva/tos-maliva-ve-0068c800-us/1d3a1539bc6d46ca8d481df5dbf46881/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3014&bt=1507&cs=0&ds=3&ft=eXd.6H-qMyq8ZQdyEhe2NnYqyl7Gb&mime_type=video_mp4&qs=0&rc=NTY6ZDc3Omk5Nmg1Zzg6NEBpajV3OWc8dWszdjMzOzczM0BjYC4vLTNgNTIxMDU2MGNeYSNsbXFlb2xjZzBfLS02MTZzcw%3D%3D&l=202209261904130102171352310C3C5D65&btag=80000,Jean-Luc Mélenchon,6688169240220582917,jlmelenchon,201,19,30700000,2000000,30700000,304
567,2022-09-26 19:04:14.832962+00,macron,7069103873184500997,L’homme invisible ? 🤔 #pourtoi #fyp #foryou #macron #putin #erdogan #merkel #viral,14200,562900,14100000,14900,https://v16-webapp.tiktok.com/81d93459ad88a63b7411827ced892159/633205cc/video/tos/useast2a/tos-useast2a-ve-0068c004/4fff45cfabae4f369a981f98e496a134/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2100&bt=1050&cs=0&ds=3&ft=eXd.6H-qMyq8ZMdyEhe2NUcoyl7Gb&mime_type=video_mp4&qs=0&rc=PGU8aDtmZjk6MztpZTU8NEBpM3A0bmc6ZjM7OzMzNzczM0BhLi1gNS0vNjQxM2EvMDQuYSMzXzM2cjQwLmFgLS1kMTZzcw%3D%3D&l=202209261904140102171352310C3C5E2E&btag=80000,L.B.ONE,6792905147665777670,djlbone,1695,18,2100000,88400,2100000,85
568,2022-09-26 19:04:15.97471+00,macron,6947675198128803078,#pourtoi #discours #partage #like #commente #macron,31100,556500,3700000,63600,https://v16-webapp.tiktok.com/dbae57646587579ca530f6acd563b4a2/633205ea/video/tos/useast2a/tos-useast2a-ve-0068c004/fd631fc6216445348321d171f8dfbd2a/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=558&bt=279&cs=0&ds=3&ft=eXd.6H-qMyq8ZIdyEhe2NUc0yl7Gb&mime_type=video_mp4&qs=0&rc=Zjw1aGQ5aWU1Nzc3NDpkNEBpajtmdm87dWprNDMzNzczM0BfYy8wMmM1NS4xNGMxMzAzYSNwLWBwM2xuZ2lgLS1kMTZzcw%3D%3D&l=202209261904150102171352310C3C5F11&btag=80000,🌚,6932138994910118917,_niette.___,1431,104,617200,36300,617200,87
569,2022-09-26 19:04:17.197561+00,macron,6803702877249490181,#pourtoi #foryou #foryoupage #jedoisyaller #tik_tok #viral #foruyou #macron  et merci bien😂,2304,555400,3000000,6984,https://v16-webapp.tiktok.com/6ee4ff4a0a78c9f17998caa487f6b492/633205ca/video/tos/useast2a/tos-useast2a-pve-0068/74f5c91e7ea543d4a26c806b0e819d42/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2884&bt=1442&cs=0&ds=3&ft=eXd.6H-qMyq8ZhdyEhe2N3Hiwl7Gb&mime_type=video_mp4&qs=0&rc=NDdmOTQ3PDY7ZGdnNTZnZEBpMzp0PHg6OGdzczMzMzczM0AwYV5fMzM1XzUxL2AuMy40YSMtM2ZiLmRva2lfLS0tMTZzcw%3D%3D&l=202209261904160102171352310C3C5FD5&btag=80000,Mathis.regnier,6792285869106856965,mathis.regnier,554,12,781700,22500,781700,50
570,2022-09-26 19:04:18.413521+00,macron,7062415393213664517,LA GUERRE EST DÉCLARÉE. #poutine #fyp #pourtoi #france #guerre #macron #viral #trend #humour #comedy  @frenchthinkman,12100,551700,6000000,55700,https://v16-webapp.tiktok.com/54e4b9ad2d6b97a92199e7501ce433c8/633205f9/video/tos/useast2a/tos-useast2a-ve-0068c002/19ed721b91734ec79ac999e515dfb073/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=732&bt=366&cs=0&ds=3&ft=eXd.6H-qMyq8ZKdyEhe2NQ3Jyl7Gb&mime_type=video_mp4&qs=0&rc=OjlmZjNmNDc7ZmhlOzdlO0BpMzQ4dmY6ZmRlOzMzNzczM0A0LzU1MDZfNTQxYTItNWNgYSNgci8zcjRfbi5gLS1kMTZzcw%3D%3D&l=202209261904180102171352310C3C60B6&btag=80000,French ThinkMan 🐓,6883563661286671361,frenchthinkman,156,27,860100,80400,860100,35
641,2022-09-26 19:05:47.596708+00,macron,7110224972185963781,"Борисе, все правильно! 😁🔥 #джонсон #борисджонсон #зеленський #макрон #володимирзеленський #славаукраїні #johnson #macron #zelensky",1118,245600,1600000,2740,https://v16-webapp.tiktok.com/88b7a93bd4cf366fd816c1c56b69bacc/63320623/video/tos/useast2a/tos-useast2a-ve-0068c004/e78fe38b3fa34a9f917ca5f2330f315d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=894&bt=447&cs=0&ds=3&ft=eXd.6H-qMyq8ZUSyEhe2N1L0yl7Gb&mime_type=video_mp4&qs=0&rc=ZDtlOGgzOjVkaDg3N2Q5aUBpM2g6cWU6ZnY8ZDMzNzczM0BjYDNeNjFgNS0xLWEzMV5eYSNwMmFlcjQwY2pgLS1kMTZzcw%3D%3D&l=202209261905470102170871060E3C3393&btag=80000,TRIBUNA UKRAINE,6840074554812793861,tribuna.ua,1104,20,3400000,45100,3400000,732
642,2022-09-26 19:05:48.772666+00,macron,7063413290080259334,#france #russia #putin #macron #pcr,3737,241900,3100000,2894,https://v16-webapp.tiktok.com/e4162aea8af2e2ee55077c1eaa008455/6332062c/video/tos/useast2a/tos-useast2a-ve-0068c004/3a481f3ee31c48dabecd09cffebe97db/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1480&bt=740&cs=0&ds=3&ft=eXd.6H-qMyq8ZrSyEhe2N8PELl7Gb&mime_type=video_mp4&qs=0&rc=aTpnO2hnaWhkOWk0Njk8NUBpM2R3dTQ6ZmQ3OzMzNzczM0A1LzYwNDYwNjMxXi8xMC81YSNxNGQucjRfYDBgLS1kMTZzcw%3D%3D&l=202209261905480102170871060E3C3444&btag=80000,Max Foster - news journalist,6749951519867028486,maxfostercnn,6368,81,50900000,918300,50900000,708
643,2022-09-26 19:05:49.887633+00,macron,6949440755899452678,#elysee #macron #repost #reportage #incredible #fr #france #palais #foryou#pourtoi #fypシ #fyp #pt #fypage #omg #waitforit #😱,686,241400,2300000,410,https://v16-webapp.tiktok.com/a8da2eb0ffb27bcf4373cb65fdaf39bc/63320658/video/tos/useast2a/tos-useast2a-pve-0068/5ae8824606fb4f81b2e41f9be4c6d2a7/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=878&bt=439&cs=0&ds=3&ft=eXd.6H-qMyq8Z-SyEhe2NFv4yl7Gb&mime_type=video_mp4&qs=0&rc=OjtoZTppNDo7O2g5aDc3O0BpM2lwMzo5OTRvNDMzNzczM0A1YzEyYC4uNTUxMjVgLTExYSNhcDJtYWtuc2xgLS1kMTZzcw%3D%3D&l=20220926190549010214029012163B7F55&btag=80000,MÉDIA REPOST 🚀,6946908386429830149,media.repost,12000,2,1300000,34800,1300000,240
